Country/Region,Region,Year,CO2 Emissions,Energy Usage,GDP,Internet Usage,Mobile Phone Usage,Tourism Inbound,Tourism Outbound
Turkey,Europe,12/1/2006,261571,93035,$531B,18%,77%,$19B,$4B
Monaco,Europe,12/1/2007,,,$6B,64%,58%,,
Bosnia and Herzegovina,Europe,12/1/2007,27884,5305,$15B,28%,63%,$1B,$0B
Germany,Europe,12/1/2007,784016,330719,"$3,320B",75%,115%,$49B,$97B
Serbia,Europe,12/1/2007,52251,16602,$39B,33%,105%,$1B,$1B
Croatia,Europe,12/1/2007,24389,9325,$59B,41%,115%,$10B,$1B
Austria,Europe,12/1/2007,69141,33393,$375B,69%,119%,$21B,$13B
Malta,Europe,12/1/2007,2725,878,$8B,47%,88%,$1B,$0B
San Marino,Europe,12/1/2007,,,$2B,50%,58%,,
Andorra,Europe,12/1/2007,539,,$3B,71%,78%,,
Ukraine,Europe,12/1/2007,327595,137343,$143B,7%,118%,$5B,$4B
Lithuania,Europe,12/1/2007,15137,9460,$39B,50%,154%,$1B,$1B
Romania,Europe,12/1/2007,100960,39757,$171B,28%,93%,$2B,$2B
Bulgaria,Europe,12/1/2007,52812,20117,$42B,34%,131%,$4B,$2B
Hungary,Europe,12/1/2007,55859,26729,$136B,53%,110%,$6B,$3B
Slovakia,Europe,12/1/2007,36600,17850,$84B,62%,112%,$2B,$2B
Poland,Europe,12/1/2007,315637,96824,$425B,49%,108%,$12B,$8B
Portugal,Europe,12/1/2007,60865,25302,$232B,42%,128%,$13B,$5B
Slovenia,Europe,12/1/2007,16212,7321,$47B,57%,96%,$2B,$1B
Greece,Europe,12/1/2007,98246,30217,$305B,36%,111%,$16B,$3B
Liechtenstein,Europe,12/1/2007,,,$5B,65%,91%,,
Italy,Europe,12/1/2007,462676,179599,"$2,130B",41%,151%,$46B,$33B
Switzerland,Europe,12/1/2007,38019,25760,$451B,77%,109%,$15B,$12B
Isle of Man,Europe,12/1/2007,,,$4B,,,,
Russia,Europe,12/1/2007,1667598,672591,"$1,300B",25%,119%,$12B,$23B
Belarus,Europe,12/1/2007,60282,28039,$45B,20%,73%,$0B,$1B
Latvia,Europe,12/1/2007,7928,4796,$29B,59%,102%,$1B,$1B
North Macedonia,Europe,12/1/2007,11379,3045,$8B,36%,86%,$0B,$0B
Czech Republic,Europe,12/1/2007,123948,45845,$180B,52%,128%,$8B,$4B
Finland,Europe,12/1/2007,63982,36803,$246B,81%,115%,$4B,$5B
Luxembourg,Europe,12/1/2007,10869,4209,$51B,79%,144%,$4B,$3B
Netherlands,Europe,12/1/2007,171766,79350,$783B,86%,117%,$20B,$19B
Spain,Europe,12/1/2007,358237,143836,"$1,440B",55%,108%,$65B,$24B
Moldova,Europe,12/1/2007,4686,3342,$4B,21%,51%,$0B,$0B
Estonia,Europe,12/1/2007,18845,5624,$22B,66%,128%,$1B,$1B
Denmark,Europe,12/1/2007,50253,19763,$311B,85%,115%,$6B,$9B
Cyprus,Europe,12/1/2007,8196,2437,$22B,41%,93%,$3B,$2B
Belgium,Europe,12/1/2007,103215,57019,$460B,64%,101%,$12B,$19B
Norway,Europe,12/1/2007,45089,27547,$393B,87%,107%,$5B,$13B
Sweden,Europe,12/1/2007,48060,50060,$463B,82%,111%,$12B,$14B
Montenegro,Europe,12/1/2007,2252,1086,$4B,31%,146%,$1B,$0B
Albania,Europe,12/1/2007,4056,2025,$11B,15%,73%,$1B,$1B
United Kingdom,Europe,12/1/2007,528906,210993,"$2,860B",75%,121%,$48B,$87B
France,Europe,12/1/2007,375882,263542,"$2,580B",66%,89%,$64B,$46B
Faeroe Islands,Europe,12/1/2007,774,,$2B,76%,105%,,
Iceland,Europe,12/1/2007,2310,4836,$20B,91%,107%,$1B,$1B
Ireland,Europe,12/1/2007,44583,15120,$260B,61%,116%,$9B,$9B
Kosovo,Europe,12/1/2007,,2045,$5B,,,,
Turkey,Europe,12/1/2007,284658,100005,$647B,29%,89%,$22B,$4B
Isle of Man,Europe,12/1/2008,,,,,,,
Monaco,Europe,12/1/2008,,,$7B,67%,62%,,
Faeroe Islands,Europe,12/1/2008,719,,$2B,76%,111%,,
Bosnia and Herzegovina,Europe,12/1/2008,30997,5954,$19B,35%,82%,$1B,$0B
Germany,Europe,12/1/2008,783359,334634,"$3,620B",78%,127%,$53B,
Serbia,Europe,12/1/2008,51881,16808,$48B,36%,120%,$1B,$1B
Austria,Europe,12/1/2008,68269,33545,$414B,73%,130%,$24B,$14B
Andorra,Europe,12/1/2008,539,,$4B,70%,80%,,
Bulgaria,Europe,12/1/2008,50792,19815,$52B,40%,139%,$5B,$3B
Hungary,Europe,12/1/2008,54657,26458,$154B,61%,122%,$7B,$4B
Croatia,Europe,12/1/2008,23366,9084,$70B,44%,105%,$12B,$1B
Portugal,Europe,12/1/2008,58357,24430,$252B,44%,133%,$14B,$5B
Malta,Europe,12/1/2008,2560,837,$9B,50%,92%,$1B,$0B
Italy,Europe,12/1/2008,447187,176004,"$2,310B",45%,151%,$49B,$38B
Switzerland,Europe,12/1/2008,40392,26773,$524B,79%,116%,$18B,$13B
Liechtenstein,Europe,12/1/2008,,,$5B,70%,96%,,
Ukraine,Europe,12/1/2008,323459,134562,$180B,11%,120%,$7B,$5B
Belarus,Europe,12/1/2008,62816,28098,$61B,23%,85%,$1B,$1B
Lithuania,Europe,12/1/2008,15115,9520,$47B,55%,160%,$1B,$2B
Latvia,Europe,12/1/2008,7591,4586,$34B,63%,108%,$1B,$1B
Romania,Europe,12/1/2008,94645,39617,$204B,32%,111%,$3B,$2B
Slovakia,Europe,12/1/2008,37557,18321,$98B,66%,102%,$3B,$3B
Poland,Europe,12/1/2008,316125,97892,$529B,53%,115%,$13B,$11B
North Macedonia,Europe,12/1/2008,11848,3012,$10B,46%,94%,$0B,$0B
Slovenia,Europe,12/1/2008,17180,7740,$55B,58%,101%,$3B,$2B
Finland,Europe,12/1/2008,56593,35284,$272B,84%,128%,$5B,$6B
Netherlands,Europe,12/1/2008,173845,79550,$871B,87%,125%,$21B,$22B
Greece,Europe,12/1/2008,97810,30419,$342B,38%,125%,$18B,$4B
Spain,Europe,12/1/2008,329286,139013,"$1,590B",60%,110%,$70B,$27B
San Marino,Europe,12/1/2008,,,$2B,55%,80%,,
Russia,Europe,12/1/2008,1715639,688483,"$1,660B",27%,139%,$16B,$26B
Moldova,Europe,12/1/2008,4774,3363,$6B,23%,67%,$0B,$0B
Estonia,Europe,12/1/2008,17492,5440,$24B,71%,124%,$2B,$1B
Montenegro,Europe,12/1/2008,2750,1177,$5B,33%,187%,$1B,$0B
Czech Republic,Europe,12/1/2008,117014,44870,$225B,63%,132%,$9B,$5B
Denmark,Europe,12/1/2008,46960,19200,$344B,85%,119%,$6B,$10B
Cyprus,Europe,12/1/2008,8555,2574,$25B,42%,94%,$3B,$2B
Belgium,Europe,12/1/2008,103882,58600,$507B,66%,105%,$13B,$21B
Luxembourg,Europe,12/1/2008,10792,4204,$55B,82%,145%,$4B,$4B
Sweden,Europe,12/1/2008,49105,49601,$486B,90%,108%,$12B,$15B
Albania,Europe,12/1/2008,4129,2061,$13B,24%,59%,$2B,$2B
United Kingdom,Europe,12/1/2008,522467,208209,"$2,690B",78%,122%,$46B,$84B
Norway,Europe,12/1/2008,50326,29805,$454B,91%,109%,$6B,$15B
France,Europe,12/1/2008,372564,264803,"$2,830B",71%,93%,$68B,$50B
Iceland,Europe,12/1/2008,2120,5354,$17B,91%,109%,$1B,$1B
Ireland,Europe,12/1/2008,43021,14903,$264B,65%,116%,$10B,$11B
Turkey,Europe,12/1/2008,285274,98502,$730B,34%,94%,$26B,$5B
Kosovo,Europe,12/1/2008,,2216,$6B,,,,
Isle of Man,Europe,12/1/2009,,,,,,,
Monaco,Europe,12/1/2009,,,$6B,70%,63%,,
Faeroe Islands,Europe,12/1/2009,667,,$2B,75%,115%,,
Germany,Europe,12/1/2009,732249,313249,"$3,300B",79%,126%,$47B,$93B
Bosnia and Herzegovina,Europe,12/1/2009,30590,6161,$17B,38%,85%,$1B,$0B
Portugal,Europe,12/1/2009,57411,24152,$234B,48%,112%,$12B,$5B
Austria,Europe,12/1/2009,62262,31963,$384B,74%,137%,$21B,$13B
Andorra,Europe,12/1/2009,517,,,79%,82%,,
Latvia,Europe,12/1/2009,6824,4403,$26B,67%,109%,$1B,$1B
Hungary,Europe,12/1/2009,48676,24859,$127B,62%,118%,$7B,$3B
Serbia,Europe,12/1/2009,46127,15177,$40B,38%,124%,$1B,$1B
Croatia,Europe,12/1/2009,21555,8722,$62B,51%,108%,$9B,$1B
Malta,Europe,12/1/2009,2497,777,$8B,59%,100%,$1B,$0B
Italy,Europe,12/1/2009,401592,164858,"$2,110B",49%,150%,$42B,$34B
Switzerland,Europe,12/1/2009,41598,26968,$509B,81%,120%,$17B,$13B
Ukraine,Europe,12/1/2009,261813,114420,$117B,18%,119%,$4B,$4B
Belarus,Europe,12/1/2009,60293,26737,$49B,27%,102%,$1B,$1B
Romania,Europe,12/1/2009,80307,34882,$164B,37%,115%,$2B,$2B
Bulgaria,Europe,12/1/2009,42805,17512,$49B,45%,140%,$4B,$2B
Slovakia,Europe,12/1/2009,33890,16735,$87B,70%,101%,$3B,$2B
North Macedonia,Europe,12/1/2009,11408,2811,$9B,52%,93%,$0B,$0B
Poland,Europe,12/1/2009,298787,94002,$431B,59%,117%,$10B,$8B
Czech Republic,Europe,12/1/2009,108121,42044,$197B,64%,125%,$8B,$4B
Slovenia,Europe,12/1/2009,15310,7097,$49B,64%,103%,$3B,$1B
Denmark,Europe,12/1/2009,44503,18358,$311B,87%,124%,$6B,$9B
Finland,Europe,12/1/2009,53168,33259,$239B,83%,144%,$4B,$5B
Greece,Europe,12/1/2009,94902,29436,$321B,42%,120%,$15B,$3B
Luxembourg,Europe,12/1/2009,10249,3956,$49B,87%,145%,$4B,$4B
Netherlands,Europe,12/1/2009,169650,78175,$796B,90%,122%,$18B,$21B
Spain,Europe,12/1/2009,288237,127732,"$1,450B",62%,112%,$60B,$23B
Liechtenstein,Europe,12/1/2009,,,$5B,75%,98%,,
San Marino,Europe,12/1/2009,,,,54%,98%,,
Russia,Europe,12/1/2009,1574368,646915,"$1,220B",29%,160%,$12B,$24B
Moldova,Europe,12/1/2009,4547,3171,$5B,28%,59%,$0B,$0B
Lithuania,Europe,12/1/2009,12578,8766,$37B,60%,160%,$1B,$1B
Estonia,Europe,12/1/2009,14745,4749,$19B,73%,121%,$1B,$1B
Montenegro,Europe,12/1/2009,1822,994,$4B,35%,209%,$1B,$0B
Cyprus,Europe,12/1/2009,8141,2525,$24B,50%,90%,$2B,$2B
Belgium,Europe,12/1/2009,104194,57096,$473B,70%,108%,$12B,$22B
Sweden,Europe,12/1/2009,43744,45407,$406B,91%,112%,$10B,$13B
Albania,Europe,12/1/2009,3880,2068,$12B,41%,78%,$2B,$2B
United Kingdom,Europe,12/1/2009,475108,196485,"$2,210B",84%,124%,$39B,$61B
France,Europe,12/1/2009,356924,253469,"$2,620B",72%,92%,$59B,$46B
Norway,Europe,12/1/2009,47077,29775,$379B,92%,111%,$5B,$13B
Iceland,Europe,12/1/2009,2054,5384,$12B,93%,108%,$1B,$1B
Ireland,Europe,12/1/2009,40623,14364,$225B,67%,107%,$8B,$8B
Turkey,Europe,12/1/2009,277845,97661,$615B,36%,88%,$26B,$5B
Kosovo,Europe,12/1/2009,,2435,$6B,,,,
Isle of Man,Europe,12/1/2010,,,,,,,
Monaco,Europe,12/1/2010,,,$5B,75%,64%,,
Faeroe Islands,Europe,12/1/2010,711,,,75%,120%,,
Germany,Europe,12/1/2010,745384,329769,"$3,300B",82%,107%,$49B,$91B
Latvia,Europe,12/1/2010,7616,4644,$24B,68%,110%,$1B,$1B
Serbia,Europe,12/1/2010,45962,15536,$37B,41%,125%,$1B,$1B
Hungary,Europe,12/1/2010,50583,25667,$128B,65%,120%,$6B,$3B
Bosnia and Herzegovina,Europe,12/1/2010,31125,6451,$17B,52%,81%,$1B,$0B
Austria,Europe,12/1/2010,66897,34228,$378B,75%,146%,$21B,$12B
Malta,Europe,12/1/2010,2589,848,$8B,63%,107%,$1B,$0B
Liechtenstein,Europe,12/1/2010,,,,80%,98%,,
Italy,Europe,12/1/2010,406307,170239,"$2,060B",54%,155%,$40B,$33B
Andorra,Europe,12/1/2010,517,,,81%,84%,,
Bulgaria,Europe,12/1/2010,44679,17897,$48B,46%,138%,$4B,$1B
Croatia,Europe,12/1/2010,20884,8564,$59B,57%,114%,$8B,$1B
Portugal,Europe,12/1/2010,52361,23541,$229B,53%,115%,$13B,$5B
Greece,Europe,12/1/2010,86717,27615,$294B,44%,111%,$13B,$3B
Spain,Europe,12/1/2010,269675,127749,"$1,380B",66%,111%,$59B,$23B
Switzerland,Europe,12/1/2010,38757,26199,$549B,84%,123%,$18B,$14B
Ukraine,Europe,12/1/2010,304805,132308,$136B,23%,117%,$5B,$4B
Belarus,Europe,12/1/2010,62222,27686,$55B,32%,109%,$1B,$1B
Romania,Europe,12/1/2010,78745,35031,$165B,40%,111%,$2B,$2B
Slovakia,Europe,12/1/2010,36094,17828,$87B,76%,109%,$2B,$2B
Poland,Europe,12/1/2010,317254,101539,$470B,62%,123%,$10B,$9B
North Macedonia,Europe,12/1/2010,10873,2883,$9B,52%,102%,$0B,$0B
Czech Republic,Europe,12/1/2010,111752,44043,$198B,69%,123%,$8B,$4B
Slovenia,Europe,12/1/2010,15328,7230,$47B,70%,103%,$3B,$1B
Denmark,Europe,12/1/2010,46303,19307,$313B,89%,116%,$6B,$9B
Finland,Europe,12/1/2010,61844,36429,$237B,87%,156%,$5B,$5B
Netherlands,Europe,12/1/2010,182078,83426,$777B,91%,115%,$19B,$20B
San Marino,Europe,12/1/2010,,,,,99%,,
Moldova,Europe,12/1/2010,4855,3426,$6B,32%,71%,$0B,$0B
Lithuania,Europe,12/1/2010,13561,7052,$37B,62%,159%,$1B,$1B
Estonia,Europe,12/1/2010,18339,5568,$19B,74%,127%,$1B,$1B
Montenegro,Europe,12/1/2010,2582,1174,$4B,38%,189%,$1B,$0B
Cyprus,Europe,12/1/2010,7708,2443,$23B,53%,94%,$2B,$1B
Belgium,Europe,12/1/2010,108947,60892,$471B,75%,111%,$12B,$21B
Luxembourg,Europe,12/1/2010,10829,4220,$52B,91%,143%,$4B,$4B
Sweden,Europe,12/1/2010,52515,51315,$463B,90%,117%,$11B,$15B
Russia,Europe,12/1/2010,1740776,702292,"$1,520B",43%,166%,$13B,$30B
Albania,Europe,12/1/2010,4283,2059,$12B,45%,86%,$2B,$1B
France,Europe,12/1/2010,361273,261157,"$2,570B",77%,91%,$56B,$46B
United Kingdom,Europe,12/1/2010,493505,201829,"$2,300B",85%,124%,$41B,$61B
Norway,Europe,12/1/2010,57187,32338,$421B,93%,115%,$5B,$15B
Iceland,Europe,12/1/2010,1962,5369,$13B,93%,107%,$1B,$1B
Ireland,Europe,12/1/2010,40000,14219,$209B,70%,105%,$8B,$7B
Turkey,Europe,12/1/2010,298002,105133,$731B,40%,86%,$26B,$6B
Kosovo,Europe,12/1/2010,,2496,$6B,,,,
Isle of Man,Europe,12/1/2011,,,,,,,
Andorra,Europe,12/1/2011,,,,81%,84%,,
Monaco,Europe,12/1/2011,,,$6B,80%,85%,,
Germany,Europe,12/1/2011,,311770,"$3,630B",81%,110%,$53B,
Latvia,Europe,12/1/2011,,4371,$28B,70%,111%,$1B,$1B
Hungary,Europe,12/1/2011,,24964,$137B,68%,117%,$7B,$3B
Serbia,Europe,12/1/2011,,16185,$44B,42%,130%,$1B,$1B
Bosnia and Herzegovina,Europe,12/1/2011,,7095,$18B,60%,83%,$1B,$0B
Portugal,Europe,12/1/2011,,23084,$238B,55%,116%,$15B,$5B
Austria,Europe,12/1/2011,,33019,$416B,79%,154%,$22B,$13B
Italy,Europe,12/1/2011,,167416,"$2,200B",54%,158%,$45B,$36B
Romania,Europe,12/1/2011,,35830,$183B,40%,107%,$2B,$2B
Bulgaria,Europe,12/1/2011,,19216,$54B,48%,143%,$5B,$1B
Poland,Europe,12/1/2011,,101313,$516B,62%,131%,$12B,$9B
Croatia,Europe,12/1/2011,,8439,$62B,58%,118%,$10B,$1B
Czech Republic,Europe,12/1/2011,,43429,$216B,71%,124%,$9B,$5B
Greece,Europe,12/1/2011,,26723,$290B,52%,109%,$15B,$3B
Malta,Europe,12/1/2011,,857,$9B,68%,122%,$1B,$0B
San Marino,Europe,12/1/2011,,,,50%,114%,,
Spain,Europe,12/1/2011,,125570,"$1,450B",68%,113%,$68B,$24B
Switzerland,Europe,12/1/2011,,25375,$659B,85%,127%,$21B,$17B
Ukraine,Europe,12/1/2011,,126438,$163B,29%,121%,$5B,$5B
Lithuania,Europe,12/1/2011,,7287,$43B,64%,162%,$1B,$1B
Estonia,Europe,12/1/2011,,5603,$23B,77%,144%,$2B,$1B
Slovakia,Europe,12/1/2011,,17349,$96B,74%,110%,$3B,$2B
North Macedonia,Europe,12/1/2011,,3122,$10B,57%,105%,$0B,$0B
Slovenia,Europe,12/1/2011,,7249,$50B,67%,105%,$3B,$1B
Finland,Europe,12/1/2011,,34749,$262B,89%,166%,$6B,$6B
Denmark,Europe,12/1/2011,,17997,$334B,90%,129%,$6B,$10B
Netherlands,Europe,12/1/2011,,77419,$833B,91%,119%,$21B,$21B
Luxembourg,Europe,12/1/2011,,4171,$58B,90%,148%,$5B,$4B
Liechtenstein,Europe,12/1/2011,,,,85%,102%,,
Moldova,Europe,12/1/2011,,3331,$7B,38%,91%,$0B,$0B
Belarus,Europe,12/1/2011,,29501,$60B,40%,113%,$1B,$1B
Montenegro,Europe,12/1/2011,,1179,$5B,36%,187%,$1B,$0B
Cyprus,Europe,12/1/2011,,2368,$25B,57%,98%,$3B,$2B
Belgium,Europe,12/1/2011,,59094,$513B,82%,114%,$13B,$24B
Faeroe Islands,Europe,12/1/2011,,,,81%,118%,,
Norway,Europe,12/1/2011,,28137,$491B,94%,116%,$6B,$17B
Sweden,Europe,12/1/2011,,49045,$536B,93%,121%,$13B,$17B
Russia,Europe,12/1/2011,,730970,"$1,900B",49%,142%,$17B,$37B
Albania,Europe,12/1/2011,,2173,$13B,49%,98%,$2B,$2B
United Kingdom,Europe,12/1/2011,,188074,"$2,460B",85%,124%,$46B,$65B
France,Europe,12/1/2011,,252827,"$2,780B",78%,94%,$66B,$54B
Iceland,Europe,12/1/2011,,5731,$14B,95%,107%,$1B,$1B
Ireland,Europe,12/1/2011,,13216,$226B,75%,109%,$10B,$7B
Turkey,Europe,12/1/2011,,112459,$775B,43%,89%,$30B,$5B
Kosovo,Europe,12/1/2011,,2528,$7B,,,,
Isle of Man,Europe,12/1/2012,,,,,,,
Monaco,Europe,12/1/2012,,,,87%,88%,,
Germany,Europe,12/1/2012,,307381,"$3,430B",82%,112%,$52B,$96B
Hungary,Europe,12/1/2012,,23499,$125B,71%,116%,$6B,$3B
Serbia,Europe,12/1/2012,,,$38B,48%,118%,$1B,$1B
Bosnia and Herzegovina,Europe,12/1/2012,,,$17B,65%,88%,$1B,$0B
Portugal,Europe,12/1/2012,,21949,$212B,60%,114%,$15B,$4B
Greece,Europe,12/1/2012,,25991,$248B,55%,120%,$13B,$2B
Austria,Europe,12/1/2012,,32896,$394B,80%,161%,$21B,$12B
Italy,Europe,12/1/2012,,158616,"$2,010B",56%,160%,$43B,$33B
Andorra,Europe,12/1/2012,,,,86%,82%,,
San Marino,Europe,12/1/2012,,,,51%,115%,,
Lithuania,Europe,12/1/2012,,,$42B,67%,165%,$1B,$1B
Latvia,Europe,12/1/2012,,,$28B,73%,112%,$1B,$1B
Romania,Europe,12/1/2012,,,$169B,46%,105%,$2B,$2B
Bulgaria,Europe,12/1/2012,,,$51B,52%,148%,$4B,$1B
Slovakia,Europe,12/1/2012,,16676,$91B,77%,112%,$2B,$2B
Poland,Europe,12/1/2012,,96543,$490B,62%,142%,$12B,$9B
Croatia,Europe,12/1/2012,,,$56B,62%,115%,$9B,$1B
Czech Republic,Europe,12/1/2012,,42823,$196B,73%,127%,$8B,$4B
Denmark,Europe,12/1/2012,,17041,$315B,92%,130%,$6B,$10B
Malta,Europe,12/1/2012,,,$9B,68%,124%,$1B,$0B
Liechtenstein,Europe,12/1/2012,,,,89%,97%,,
Spain,Europe,12/1/2012,,124679,"$1,320B",70%,108%,$63B,$22B
Switzerland,Europe,12/1/2012,,25500,$631B,85%,132%,$19B,$17B
Ukraine,Europe,12/1/2012,,,$177B,35%,130%,$6B,$6B
Estonia,Europe,12/1/2012,,5721,$22B,78%,160%,$2B,$1B
North Macedonia,Europe,12/1/2012,,,$10B,57%,106%,$0B,$0B
Slovenia,Europe,12/1/2012,,7143,$45B,68%,108%,$3B,$1B
Belgium,Europe,12/1/2012,,57286,$483B,81%,111%,$13B,$24B
Finland,Europe,12/1/2012,,33475,$247B,90%,172%,$5B,$6B
Netherlands,Europe,12/1/2012,,78220,$770B,93%,118%,$21B,$20B
Luxembourg,Europe,12/1/2012,,4080,$55B,92%,145%,$5B,$4B
Moldova,Europe,12/1/2012,,,$7B,43%,102%,$0B,$0B
Belarus,Europe,12/1/2012,,,$64B,47%,114%,$1B,$1B
Montenegro,Europe,12/1/2012,,,$4B,57%,160%,$1B,$0B
Cyprus,Europe,12/1/2012,,,$23B,61%,98%,$3B,$2B
Norway,Europe,12/1/2012,,29818,$500B,95%,117%,$5B,$18B
Sweden,Europe,12/1/2012,,48877,$524B,93%,125%,$12B,$18B
Russia,Europe,12/1/2012,,,"$2,020B",64%,145%,$18B,$48B
Albania,Europe,12/1/2012,,,$12B,55%,111%,$2B,$1B
France,Europe,12/1/2012,,251706,"$2,610B",81%,97%,$64B,$47B
United Kingdom,Europe,12/1/2012,,192381,"$2,460B",88%,125%,$46B,$66B
Faeroe Islands,Europe,12/1/2012,,,,85%,119%,,
Iceland,Europe,12/1/2012,,6021,$14B,96%,108%,$1B,$1B
Ireland,Europe,12/1/2012,,13350,$211B,77%,107%,$9B,$6B
Turkey,Europe,12/1/2012,,115701,$789B,45%,92%,$32B,$5B
Kosovo,Europe,12/1/2012,,,$6B,,,,
Lebanon,Middle East,12/1/2005,16245,5023,$21B,10%,25%,$6B,$4B
Qatar,Middle East,12/1/2005,51881,16638,$45B,25%,87%,$1B,$2B
United Arab Emirates,Middle East,12/1/2005,116149,43231,$181B,40%,109%,$3B,$6B
Iran,Middle East,12/1/2005,469328,172442,$192B,8%,12%,$1B,$4B
Bahrain,Middle East,12/1/2005,19208,7332,$16B,21%,87%,$2B,$1B
Kuwait,Middle East,12/1/2005,71547,26399,$81B,26%,60%,$0B,$5B
Israel,Middle East,12/1/2005,60245,18478,$134B,25%,118%,$3B,$4B
Oman,Middle East,12/1/2005,29893,10772,$31B,7%,53%,$1B,$1B
Saudi Arabia,Middle East,12/1/2005,397642,145540,$328B,13%,57%,$5B,$9B
Syria,Middle East,12/1/2005,50634,20792,$29B,6%,16%,$2B,$1B
Jordan,Middle East,12/1/2005,21027,6677,$13B,13%,60%,$2B,$1B
Iraq,Middle East,12/1/2005,114770,26866,$50B,1%,6%,$0B,$1B
Yemen,Middle East,12/1/2005,20044,6589,$17B,1%,11%,$0B,$0B
Lebanon,Middle East,12/1/2006,14499,4774,$22B,15%,27%,$5B,$4B
Qatar,Middle East,12/1/2006,56736,19606,$61B,29%,95%,$1B,$4B
United Arab Emirates,Middle East,12/1/2006,123875,45911,$222B,52%,113%,$5B,$9B
Iran,Middle East,12/1/2006,509889,180242,$223B,9%,22%,$1B,$5B
Bahrain,Middle East,12/1/2006,19497,8093,$19B,28%,95%,$2B,$1B
Kuwait,Middle East,12/1/2006,73769,25780,$102B,29%,49%,$1B,$6B
Israel,Middle East,12/1/2006,65977,20380,$151B,28%,124%,$4B,$4B
Oman,Middle East,12/1/2006,39604,15183,$37B,8%,71%,$1B,$1B
Saudi Arabia,Middle East,12/1/2006,432739,158214,$377B,20%,78%,$5B,$13B
Syria,Middle East,12/1/2006,53590,21630,$33B,8%,25%,$2B,$1B
Jordan,Middle East,12/1/2006,20733,6853,$15B,14%,80%,$2B,$1B
Iraq,Middle East,12/1/2006,99544,21503,$65B,1%,33%,$0B,$1B
Yemen,Middle East,12/1/2006,20796,7054,$19B,1%,14%,$0B,$0B
Lebanon,Middle East,12/1/2007,14972,4206,$25B,19%,30%,$6B,$4B
Qatar,Middle East,12/1/2007,67242,22790,$80B,37%,110%,,
United Arab Emirates,Middle East,12/1/2007,139405,51975,$258B,61%,133%,$6B,$11B
Bahrain,Middle East,12/1/2007,22398,8962,$22B,33%,108%,$2B,$1B
Iran,Middle East,12/1/2007,539790,190620,$286B,10%,42%,$2B,$7B
Kuwait,Middle East,12/1/2007,75236,26389,$115B,35%,56%,$1B,$7B
Israel,Middle East,12/1/2007,66424,20700,$175B,48%,129%,$4B,$5B
Saudi Arabia,Middle East,12/1/2007,393535,144109,$416B,30%,110%,$7B,$21B
Oman,Middle East,12/1/2007,44587,17583,$42B,17%,97%,$1B,$1B
Syria,Middle East,12/1/2007,57429,22803,$40B,12%,32%,$3B,$1B
Jordan,Middle East,12/1/2007,21540,7209,$17B,20%,84%,$3B,$1B
Yemen,Middle East,12/1/2007,21712,7014,$26B,5%,21%,$0B,$0B
Iraq,Middle East,12/1/2007,62834,23696,$89B,1%,49%,$1B,$1B
Lebanon,Middle East,12/1/2008,16656,5426,$29B,23%,34%,$6B,$4B
Qatar,Middle East,12/1/2008,67997,23642,$115B,44%,105%,,
United Arab Emirates,Middle East,12/1/2008,158935,58347,$315B,63%,138%,$7B,$13B
Bahrain,Middle East,12/1/2008,24301,9771,$26B,52%,129%,$2B,$1B
Iran,Middle East,12/1/2008,570574,204312,$356B,10%,59%,$2B,$8B
Kuwait,Middle East,12/1/2008,79959,28843,$147B,42%,56%,$1B,$8B
Saudi Arabia,Middle East,12/1/2008,418240,154076,$520B,36%,137%,$7B,$16B
Oman,Middle East,12/1/2008,41067,18679,$61B,20%,124%,$1B,$1B
Israel,Middle East,12/1/2008,70938,22868,$213B,59%,126%,$6B,$5B
Syria,Middle East,12/1/2008,67700,23052,,14%,35%,$3B,$1B
Jordan,Middle East,12/1/2008,20763,7069,$22B,23%,90%,$4B,$1B
Yemen,Middle East,12/1/2008,22207,7208,$30B,7%,30%,$1B,$0B
Iraq,Middle East,12/1/2008,94444,28806,$132B,1%,60%,$1B,$1B
Qatar,Middle East,12/1/2009,66120,24942,$98B,53%,125%,,
Lebanon,Middle East,12/1/2009,20917,6652,$35B,30%,56%,$7B,$5B
United Arab Emirates,Middle East,12/1/2009,162602,60672,$255B,64%,138%,$7B,$10B
Bahrain,Middle East,12/1/2009,24169,9340,$23B,53%,118%,$2B,$1B
Iran,Middle East,12/1/2009,577483,213423,$363B,11%,72%,$2B,$9B
Kuwait,Middle East,12/1/2009,81869,30815,$106B,51%,92%,$1B,$7B
Saudi Arabia,Middle East,12/1/2009,431027,175675,$429B,38%,167%,$7B,$21B
Oman,Middle East,12/1/2009,40264,18279,$48B,27%,149%,$1B,$1B
Israel,Middle East,12/1/2009,67029,21463,$206B,63%,124%,$5B,$4B
Syria,Middle East,12/1/2009,62112,21233,,17%,48%,$4B,$1B
Jordan,Middle East,12/1/2009,21254,7458,$24B,26%,97%,$3B,$1B
Yemen,Middle East,12/1/2009,23058,7764,$28B,10%,37%,$1B,$0B
Iraq,Middle East,12/1/2009,106651,32846,$112B,1%,67%,$1B,$1B
Qatar,Middle East,12/1/2010,70531,28973,$125B,69%,125%,,
Lebanon,Middle East,12/1/2010,20403,6382,$38B,44%,66%,$8B,$5B
Bahrain,Middle East,12/1/2010,24202,9472,$26B,55%,125%,$2B,$1B
United Arab Emirates,Middle East,12/1/2010,167597,63099,$287B,68%,129%,$9B,$12B
