Country/Region,Region,Year,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Life Expectancy Female,Life Expectancy Male
Hungary,Europe,12/1/2011,7.90%,"$1,096 ",0.006,79,71
Serbia,Europe,12/1/2011,10.30%,$622 ,0.006,77,72
Bosnia and Herzegovina,Europe,12/1/2011,9.90%,$471 ,0.006,79,73
Portugal,Europe,12/1/2011,10.20%,"$2,302 ",0.003,84,77
Austria,Europe,12/1/2011,11.30%,"$5,643 ",0.003,84,78
Italy,Europe,12/1/2011,9.20%,"$3,339 ",0.003,85,80
Romania,Europe,12/1/2011,5.60%,$480 ,0.012,78,71
Bulgaria,Europe,12/1/2011,7.30%,$522 ,0.011,78,71
Poland,Europe,12/1/2011,6.80%,$915 ,0.005,81,73
Croatia,Europe,12/1/2011,6.80%,$992 ,0.004,80,74
Czech Republic,Europe,12/1/2011,7.50%,"$1,545 ",0.003,81,75
Greece,Europe,12/1/2011,9.00%,"$2,304 ",0.004,84,78
Malta,Europe,12/1/2011,8.70%,"$1,900 ",0.005,83,79
San Marino,Europe,12/1/2011,5.50%,"$3,553 ",0.003,86,80
Spain,Europe,12/1/2011,9.30%,"$2,978 ",0.004,86,80
Switzerland,Europe,12/1/2011,11.00%,"$9,248 ",0.004,85,81
Ukraine,Europe,12/1/2011,7.30%,$262 ,0.01,76,66
Lithuania,Europe,12/1/2011,6.70%,$887 ,0.005,79,68
Estonia,Europe,12/1/2011,5.80%,$928 ,0.003,81,71
Slovakia,Europe,12/1/2011,7.90%,"$1,415 ",0.007,80,72
North Macedonia,Europe,12/1/2011,6.90%,$344 ,0.008,77,73
Slovenia,Europe,12/1/2011,8.90%,"$2,171 ",0.003,83,77
Finland,Europe,12/1/2011,9.00%,"$4,411 ",0.002,84,77
Denmark,Europe,12/1/2011,10.90%,"$6,521 ",0.003,82,78
Netherlands,Europe,12/1/2011,11.90%,"$5,997 ",0.004,83,79
Luxembourg,Europe,12/1/2011,6.70%,"$7,751 ",0.002,84,79
Liechtenstein,Europe,12/1/2011,0,0,0,84,80
Moldova,Europe,12/1/2011,11.40%,$224 ,0.014,73,65
Belarus,Europe,12/1/2011,4.90%,$311 ,0.004,77,65
Montenegro,Europe,12/1/2011,7.20%,$522 ,0.006,77,72
Cyprus,Europe,12/1/2011,7.40%,"$2,123 ",0.003,82,77
Belgium,Europe,12/1/2011,10.50%,"$4,914 ",0.004,83,78
Faeroe Islands,Europe,12/1/2011,0,0,0,84,79
Norway,Europe,12/1/2011,9.90%,"$9,908 ",0.003,84,79
Sweden,Europe,12/1/2011,9.50%,"$5,419 ",0.002,84,80
Russia,Europe,12/1/2011,6.10%,$803 ,0.01,76,64
Albania,Europe,12/1/2011,6.00%,$243 ,0.014,80,74
United Kingdom,Europe,12/1/2011,9.40%,"$3,659 ",0.004,83,79
France,Europe,12/1/2011,11.60%,"$4,968 ",0.004,86,79
Iceland,Europe,12/1/2011,9.20%,"$4,051 ",0.002,84,81
Ireland,Europe,12/1/2011,8.80%,"$4,306 ",0.003,83,79
Turkey,Europe,12/1/2011,6.10%,$644 ,0.019,78,71
Kosovo,Europe,12/1/2011,0,0,0,72,68
Isle of Man,Europe,12/1/2012,0,0,0,0,0
Monaco,Europe,12/1/2012,4.40%,"$6,708 ",0.003,0,0
Germany,Europe,12/1/2012,11.30%,"$4,683 ",0.003,83,79
Hungary,Europe,12/1/2012,7.80%,$987 ,0.005,79,72
Serbia,Europe,12/1/2012,10.50%,$561 ,0.006,78,73
Bosnia and Herzegovina,Europe,12/1/2012,9.90%,$447 ,0.006,79,74
Portugal,Europe,12/1/2012,9.40%,"$1,905 ",0.003,84,77
Greece,Europe,12/1/2012,9.30%,"$2,044 ",0.004,83,78
Austria,Europe,12/1/2012,11.50%,"$5,407 ",0.003,84,78
Italy,Europe,12/1/2012,9.20%,"$3,032 ",0.003,86,80
Andorra,Europe,12/1/2012,8.30%,"$3,057 ",0.002,0,0
San Marino,Europe,12/1/2012,6.50%,"$3,792 ",0.003,0,0
Lithuania,Europe,12/1/2012,6.70%,$859 ,0.005,80,68
Latvia,Europe,12/1/2012,6.00%,$792 ,0.008,79,69
Romania,Europe,12/1/2012,5.10%,$420 ,0.011,78,71
Bulgaria,Europe,12/1/2012,7.40%,$516 ,0.011,78,71
Slovakia,Europe,12/1/2012,7.80%,"$1,326 ",0.006,80,73
Poland,Europe,12/1/2012,6.70%,$854 ,0.005,81,73
Croatia,Europe,12/1/2012,6.80%,$908 ,0.004,80,74
Czech Republic,Europe,12/1/2012,7.70%,"$1,432 ",0.003,81,75
Denmark,Europe,12/1/2012,11.20%,"$6,304 ",0.003,82,78
Malta,Europe,12/1/2012,9.10%,"$1,835 ",0.005,83,79
Liechtenstein,Europe,12/1/2012,0,0,0,85,80
Spain,Europe,12/1/2012,9.60%,"$2,808 ",0.004,85,80
Switzerland,Europe,12/1/2012,11.30%,"$8,980 ",0.004,85,81
Ukraine,Europe,12/1/2012,7.60%,$293 ,0.009,76,66
Estonia,Europe,12/1/2012,5.90%,"$1,010 ",0.003,82,72
North Macedonia,Europe,12/1/2012,7.10%,$327 ,0.007,77,73
Slovenia,Europe,12/1/2012,8.80%,"$1,942 ",0.002,83,77
Belgium,Europe,12/1/2012,10.80%,"$4,711 ",0.004,83,78
Finland,Europe,12/1/2012,9.10%,"$4,232 ",0.002,84,78
Netherlands,Europe,12/1/2012,12.40%,"$5,737 ",0.004,83,79
Luxembourg,Europe,12/1/2012,6.90%,"$7,452 ",0.002,84,79
Moldova,Europe,12/1/2012,11.70%,$239 ,0.014,73,65
Belarus,Europe,12/1/2012,5.00%,$339 ,0.004,78,67
Montenegro,Europe,12/1/2012,7.60%,$493 ,0.005,77,72
Cyprus,Europe,12/1/2012,7.30%,"$1,949 ",0.003,82,78
Norway,Europe,12/1/2012,9.00%,"$9,055 ",0.002,84,80
Sweden,Europe,12/1/2012,9.60%,"$5,319 ",0.002,84,80
Russia,Europe,12/1/2012,6.30%,$887 ,0.009,76,65
Albania,Europe,12/1/2012,6.00%,$228 ,0.014,80,74
France,Europe,12/1/2012,11.70%,"$4,690 ",0.004,86,79
United Kingdom,Europe,12/1/2012,9.40%,"$3,647 ",0.004,84,80
Faeroe Islands,Europe,12/1/2012,0,0,0,85,80
Iceland,Europe,12/1/2012,9.10%,"$3,872 ",0.002,84,82
Ireland,Europe,12/1/2012,8.10%,"$3,708 ",0.003,83,79
Turkey,Europe,12/1/2012,6.30%,$665 ,0.017,78,72
Kosovo,Europe,12/1/2012,0,0,0,73,68
Lebanon,Middle East,12/1/2005,7.80%,$420 ,0.012,79,75
Qatar,Middle East,12/1/2005,3.00%,"$1,634 ",0.009,78,77
United Arab Emirates,Middle East,12/1/2005,2.30%,"$1,030 ",0.008,77,75
Iran,Middle East,12/1/2005,5.30%,$156 ,0.022,73,70
Bahrain,Middle East,12/1/2005,3.70%,$573 ,0.009,76,75
Kuwait,Middle East,12/1/2005,2.40%,$834 ,0.01,75,73
Israel,Middle East,12/1/2005,7.70%,"$1,480 ",0.005,82,78
Oman,Middle East,12/1/2005,2.60%,$331 ,0.011,77,72
Saudi Arabia,Middle East,12/1/2005,3.50%,$466 ,0.017,76,72
Syria,Middle East,12/1/2005,4.10%,$63 ,0.016,77,73
Jordan,Middle East,12/1/2005,8.90%,$213 ,0.02,74,71
Iraq,Middle East,12/1/2005,4.10%,$55 ,0.033,72,67
Yemen,Middle East,12/1/2005,4.60%,$42 ,0.056,63,60
Lebanon,Middle East,12/1/2006,8.10%,$443 ,0.011,80,76
Qatar,Middle East,12/1/2006,2.60%,"$1,625 ",0.009,78,77
United Arab Emirates,Middle East,12/1/2006,2.30%,"$1,109 ",0.008,77,75
Iran,Middle East,12/1/2006,5.10%,$174 ,0.021,74,70
Bahrain,Middle East,12/1/2006,3.60%,$599 ,0.009,76,75
Kuwait,Middle East,12/1/2006,2.20%,$943 ,0.01,75,73
Israel,Middle East,12/1/2006,7.40%,"$1,524 ",0.004,83,88
Oman,Middle East,12/1/2006,2.30%,$346 ,0.011,77,73
Saudi Arabia,Middle East,12/1/2006,3.70%,$537 ,0.016,76,72
Syria,Middle East,12/1/2006,3.80%,$66 ,0.015,77,73
Jordan,Middle East,12/1/2006,8.10%,$224 ,0.02,74,71
Iraq,Middle East,12/1/2006,3.00%,$58 ,0.033,72,66
Yemen,Middle East,12/1/2006,4.80%,$52 ,0.054,63,60
Lebanon,Middle East,12/1/2007,8.00%,$480 ,0.011,80,76
Qatar,Middle East,12/1/2007,2.30%,"$1,600 ",0.008,79,77
United Arab Emirates,Middle East,12/1/2007,2.50%,"$1,184 ",0.008,77,75
Bahrain,Middle East,12/1/2007,3.60%,$648 ,0.009,77,75
Iran,Middle East,12/1/2007,5.10%,$220 ,0.019,74,70
Kuwait,Middle East,12/1/2007,2.10%,$954 ,0.01,75,73
Israel,Middle East,12/1/2007,7.50%,"$1,730 ",0.004,82,88
Saudi Arabia,Middle East,12/1/2007,3.70%,$566 ,0.016,76,73
Oman,Middle East,12/1/2007,2.50%,$403 ,0.01,77,73
Syria,Middle East,12/1/2007,3.80%,$79 ,0.015,77,73
Jordan,Middle East,12/1/2007,8.30%,$252 ,0.019,75,71
Yemen,Middle East,12/1/2007,4.90%,$57 ,0.052,63,61
Iraq,Middle East,12/1/2007,3.70%,$95 ,0.032,72,66
Lebanon,Middle East,12/1/2008,7.50%,$529 ,0.01,81,76
Qatar,Middle East,12/1/2008,1.90%,"$1,590 ",0.008,79,77
United Arab Emirates,Middle East,12/1/2008,2.70%,"$1,353 ",0.008,77,75
Bahrain,Middle East,12/1/2008,4.10%,$727 ,0.008,77,75
Iran,Middle East,12/1/2008,6.40%,$313 ,0.018,74,71
Kuwait,Middle East,12/1/2008,1.90%,"$1,049 ",0.01,75,73
Saudi Arabia,Middle East,12/1/2008,3.10%,$566 ,0.016,76,73
Oman,Middle East,12/1/2008,2.10%,$473 ,0.01,78,73
Israel,Middle East,12/1/2008,7.60%,"$2,076 ",0.004,83,79
Syria,Middle East,12/1/2008,3.40%,$90 ,0.014,77,73
Jordan,Middle East,12/1/2008,8.80%,$326 ,0.019,75,72
Yemen,Middle East,12/1/2008,5.10%,$69 ,0.05,63,61
Iraq,Middle East,12/1/2008,3.90%,$142 ,0.031,72,65
Qatar,Middle East,12/1/2009,2.60%,"$1,647 ",0.008,79,77
Lebanon,Middle East,12/1/2009,7.40%,$604 ,0.009,81,77
United Arab Emirates,Middle East,12/1/2009,3.40%,"$1,336 ",0.008,77,75
Bahrain,Middle East,12/1/2009,4.50%,$729 ,0.007,77,75
Iran,Middle East,12/1/2009,7.20%,$357 ,0.017,75,71
Kuwait,Middle East,12/1/2009,3.90%,"$1,463 ",0.01,75,73
Saudi Arabia,Middle East,12/1/2009,4.10%,$582 ,0.015,77,73
Oman,Middle East,12/1/2009,3.00%,$511 ,0.01,78,74
Israel,Middle East,12/1/2009,7.60%,"$1,973 ",0.004,83,80
Syria,Middle East,12/1/2009,3.50%,$95 ,0.014,77,73
Jordan,Middle East,12/1/2009,9.50%,$368 ,0.018,75,72
Yemen,Middle East,12/1/2009,5.30%,$65 ,0.048,64,61
Iraq,Middle East,12/1/2009,4.60%,$143 ,0.031,72,65
Qatar,Middle East,12/1/2010,2.10%,"$1,496 ",0.008,79,77
Lebanon,Middle East,12/1/2010,7.20%,$620 ,0.009,81,77
Bahrain,Middle East,12/1/2010,4.30%,$747 ,0.007,77,76
United Arab Emirates,Middle East,12/1/2010,3.20%,"$1,283 ",0.008,78,76
Iran,Middle East,12/1/2010,7.30%,$416 ,0.016,75,71
Kuwait,Middle East,12/1/2010,2.80%,"$1,116 ",0.009,75,73
Saudi Arabia,Middle East,12/1/2010,4.00%,$663 ,0.015,77,73
Oman,Middle East,12/1/2010,2.80%,$582 ,0.01,78,74
Israel,Middle East,12/1/2010,7.60%,"$2,165 ",0.004,84,80
Syria,Middle East,12/1/2010,3.40%,$97 ,0.013,78,72
Jordan,Middle East,12/1/2010,8.50%,$361 ,0.018,75,72
Yemen,Middle East,12/1/2010,5.10%,$66 ,0.046,64,61
Iraq,Middle East,12/1/2010,3.10%,$141 ,0.03,73,65
Qatar,Middle East,12/1/2011,1.90%,"$1,738 ",0.007,79,77
Lebanon,Middle East,12/1/2011,7.40%,$646 ,0.009,82,77
Bahrain,Middle East,12/1/2011,3.80%,$766 ,0.006,77,76
United Arab Emirates,Middle East,12/1/2011,3.10%,"$1,375 ",0.007,78,76
Iran,Middle East,12/1/2011,6.80%,$483 ,0.016,75,72
Saudi Arabia,Middle East,12/1/2011,3.50%,$721 ,0.014,77,74
Kuwait,Middle East,12/1/2011,2.60%,"$1,349 ",0.009,75,73
Israel,Middle East,12/1/2011,7.60%,"$2,373 ",0.003,84,80
Oman,Middle East,12/1/2011,2.40%,$610 ,0.01,79,74
Syria,Middle East,12/1/2011,3.40%,$102 ,0.013,78,72
Jordan,Middle East,12/1/2011,8.80%,$386 ,0.017,75,72
Yemen,Middle East,12/1/2011,5.00%,$63 ,0.044,64,61
Iraq,Middle East,12/1/2011,2.70%,$160 ,0.029,73,65
Qatar,Middle East,12/1/2012,2.20%,"$2,029 ",0.007,79,78
Lebanon,Middle East,12/1/2012,7.60%,$675 ,0.008,82,78
United Arab Emirates,Middle East,12/1/2012,2.80%,"$1,343 ",0.007,78,76
Bahrain,Middle East,12/1/2012,3.90%,$895 ,0.006,77,76
Iran,Middle East,12/1/2012,6.70%,$490 ,0.015,76,72
Saudi Arabia,Middle East,12/1/2012,3.20%,$795 ,0.014,77,74
Kuwait,Middle East,12/1/2012,2.50%,"$1,428 ",0.009,75,73
Oman,Middle East,12/1/2012,2.60%,$690 ,0.01,79,75
Israel,Middle East,12/1/2012,7.50%,"$2,289 ",0.003,84,80
Syria,Middle East,12/1/2012,3.40%,$105 ,0.012,78,72
Jordan,Middle East,12/1/2012,9.80%,$388 ,0.017,75,72
Yemen,Middle East,12/1/2012,5.50%,$71 ,0.042,64,62
Iraq,Middle East,12/1/2012,3.60%,$226 ,0.029,73,66
American Samoa,Oceania,12/1/2005,0,0,0,0,0
Australia,Oceania,12/1/2005,8.50%,"$3,136 ",0.005,83,79
New Zealand,Oceania,12/1/2005,8.40%,"$2,288 ",0.005,82,78
New Caledonia,Oceania,12/1/2005,0,0,0,79,72
French Polynesia,Oceania,12/1/2005,0,0,0,77,72
Guam,Oceania,12/1/2005,0,0,0,79,74
Fiji,Oceania,12/1/2005,3.60%,$132 ,0.02,71,66
Kiribati,Oceania,12/1/2005,10.10%,$118 ,0.05,69,64
"Micronesia, Fed. Sts.",Oceania,12/1/2005,12.10%,$285 ,0.037,69,67
Vanuatu,Oceania,12/1/2005,3.30%,$61 ,0.018,71,67
Samoa,Oceania,12/1/2005,5.00%,$114 ,0.017,74,68
Tonga,Oceania,12/1/2005,6.40%,$167 ,0.013,74,69
Papua New Guinea,Oceania,12/1/2005,4.00%,$32 ,0.056,63,59
Marshall Islands,Oceania,12/1/2005,17.30%,$462 ,0.033,0,0
Solomon Islands,Oceania,12/1/2005,7.80%,$69 ,0.029,67,64
Australia,Oceania,12/1/2006,8.50%,"$3,330 ",0.005,84,79
New Zealand,Oceania,12/1/2006,8.80%,"$2,295 ",0.005,82,78
French Polynesia,Oceania,12/1/2006,0,0,0,77,72
New Caledonia,Oceania,12/1/2006,0,0,0,80,73
Guam,Oceania,12/1/2006,0,0,0,80,74
American Samoa,Oceania,12/1/2006,0,0,0,0,0
Fiji,Oceania,12/1/2006,3.80%,$144 ,0.02,72,66
Kiribati,Oceania,12/1/2006,11.00%,$124 ,0.05,69,64
"Micronesia, Fed. Sts.",Oceania,12/1/2006,11.90%,$285 ,0.036,69,67
Vanuatu,Oceania,12/1/2006,3.10%,$64 ,0.017,72,68
Samoa,Oceania,12/1/2006,5.20%,$129 ,0.016,75,68
Tonga,Oceania,12/1/2006,5.50%,$159 ,0.013,74,69
Papua New Guinea,Oceania,12/1/2006,3.50%,$31 ,0.055,63,59
Solomon Islands,Oceania,12/1/2006,6.70%,$63 ,0.029,67,65
Marshall Islands,Oceania,12/1/2006,19.60%,$547 ,0.033,0,0
American Samoa,Oceania,12/1/2007,0,0,0,0,0
Australia,Oceania,12/1/2007,8.60%,"$3,956 ",0.005,84,79
New Zealand,Oceania,12/1/2007,8.50%,"$2,694 ",0.005,82,78
New Caledonia,Oceania,12/1/2007,0,0,0,80,72
French Polynesia,Oceania,12/1/2007,0,0,0,77,73
Guam,Oceania,12/1/2007,0,0,0,80,75
Fiji,Oceania,12/1/2007,3.70%,$152 ,0.02,72,66
Kiribati,Oceania,12/1/2007,12.10%,$160 ,0.05,70,64
"Micronesia, Fed. Sts.",Oceania,12/1/2007,12.00%,$292 ,0.035,69,67
Vanuatu,Oceania,12/1/2007,3.70%,$88 ,0.017,72,68
Tonga,Oceania,12/1/2007,6.90%,$205 ,0.013,75,69
Samoa,Oceania,12/1/2007,5.90%,$164 ,0.016,75,68
Papua New Guinea,Oceania,12/1/2007,4.20%,$41 ,0.054,63,59
Solomon Islands,Oceania,12/1/2007,5.60%,$67 ,0.029,68,65
Marshall Islands,Oceania,12/1/2007,19.60%,$587 ,0.032,0,0
American Samoa,Oceania,12/1/2008,0,0,0,0,0
Marshall Islands,Oceania,12/1/2008,17.90%,$569 ,0.032,0,0
Australia,Oceania,12/1/2008,8.80%,"$4,237 ",0.004,84,79
New Zealand,Oceania,12/1/2008,9.30%,"$2,820 ",0.005,82,78
New Caledonia,Oceania,12/1/2008,0,0,0,81,72
French Polynesia,Oceania,12/1/2008,0,0,0,78,73
Guam,Oceania,12/1/2008,0,0,0,80,75
Fiji,Oceania,12/1/2008,3.60%,$154 ,0.02,72,66
Kiribati,Oceania,12/1/2008,13.20%,$183 ,0.049,70,64
"Micronesia, Fed. Sts.",Oceania,12/1/2008,12.90%,$323 ,0.034,69,68
Vanuatu,Oceania,12/1/2008,3.70%,$99 ,0.017,72,68
Tonga,Oceania,12/1/2008,6.30%,$207 ,0.012,75,69
Samoa,Oceania,12/1/2008,5.10%,$153 ,0.016,75,69
Papua New Guinea,Oceania,12/1/2008,4.60%,$56 ,0.053,64,60
Solomon Islands,Oceania,12/1/2008,5.60%,$72 ,0.028,68,65
American Samoa,Oceania,12/1/2009,0,0,0,0,0
Marshall Islands,Oceania,12/1/2009,17.50%,$551 ,0.032,0,0
New Zealand,Oceania,12/1/2009,10.00%,"$2,702 ",0.005,83,79
Australia,Oceania,12/1/2009,9.00%,"$4,118 ",0.004,84,79
New Caledonia,Oceania,12/1/2009,0,0,0,81,72
French Polynesia,Oceania,12/1/2009,0,0,0,78,73
Guam,Oceania,12/1/2009,0,0,0,81,75
Fiji,Oceania,12/1/2009,4.20%,$143 ,0.02,72,66
Kiribati,Oceania,12/1/2009,11.50%,$143 ,0.049,70,65
"Micronesia, Fed. Sts.",Oceania,12/1/2009,13.40%,$357 ,0.033,69,68
Vanuatu,Oceania,12/1/2009,3.90%,$103 ,0.016,73,69
Samoa,Oceania,12/1/2009,5.70%,$160 ,0.016,75,69
Tonga,Oceania,12/1/2009,4.60%,$145 ,0.012,75,69
Papua New Guinea,Oceania,12/1/2009,4.20%,$50 ,0.052,64,60
Solomon Islands,Oceania,12/1/2009,7.80%,$91 ,0.028,68,66
Marshall Islands,Oceania,12/1/2010,16.00%,$542 ,0.032,0,0
Australia,Oceania,12/1/2010,8.90%,"$5,138 ",0.004,84,80
New Zealand,Oceania,12/1/2010,10.20%,"$3,260 ",0.005,83,79
French Polynesia,Oceania,12/1/2010,0,0,0,78,73
New Caledonia,Oceania,12/1/2010,0,0,0,79,73
Guam,Oceania,12/1/2010,0,0,0,81,75
American Samoa,Oceania,12/1/2010,0,0,0,0,0
Fiji,Oceania,12/1/2010,4.20%,$154 ,0.02,72,66
Kiribati,Oceania,12/1/2010,11.20%,$162 ,0.048,71,65
"Micronesia, Fed. Sts.",Oceania,12/1/2010,13.80%,$393 ,0.033,69,68
Vanuatu,Oceania,12/1/2010,4.70%,$139 ,0.016,73,69
Tonga,Oceania,12/1/2010,4.80%,$172 ,0.012,75,69
Samoa,Oceania,12/1/2010,6.40%,$201 ,0.016,76,69
Papua New Guinea,Oceania,12/1/2010,4.10%,$57 ,0.051,64,60
Solomon Islands,Oceania,12/1/2010,7.40%,$95 ,0.027,68,66
American Samoa,Oceania,12/1/2011,0,0,0,0,0
Marshall Islands,Oceania,12/1/2011,16.00%,$567 ,0.032,0,0
New Zealand,Oceania,12/1/2011,10.30%,"$3,715 ",0.005,83,79
Australia,Oceania,12/1/2011,9.20%,"$6,114 ",0.004,84,80
New Caledonia,Oceania,12/1/2011,0,0,0,79,73
French Polynesia,Oceania,12/1/2011,0,0,0,78,74
Guam,Oceania,12/1/2011,0,0,0,81,76
Fiji,Oceania,12/1/2011,3.80%,$167 ,0.02,73,67
Kiribati,Oceania,12/1/2011,10.80%,$181 ,0.047,71,65
"Micronesia, Fed. Sts.",Oceania,12/1/2011,13.70%,$412 ,0.032,70,68
Vanuatu,Oceania,12/1/2011,3.80%,$125 ,0.015,73,69
Tonga,Oceania,12/1/2011,5.00%,$219 ,0.011,75,69
Samoa,Oceania,12/1/2011,7.00%,$245 ,0.016,76,70
Papua New Guinea,Oceania,12/1/2011,4.20%,$74 ,0.05,64,60
Solomon Islands,Oceania,12/1/2011,7.70%,$124 ,0.026,69,66
American Samoa,Oceania,12/1/2012,0,0,0,0,0
Marshall Islands,Oceania,12/1/2012,15.60%,$590 ,0.031,0,0
New Zealand,Oceania,12/1/2012,10.30%,"$3,292 ",0.005,83,79
Australia,Oceania,12/1/2012,9.10%,"$6,140 ",0.004,84,80
New Caledonia,Oceania,12/1/2012,0,0,0,79,73
French Polynesia,Oceania,12/1/2012,0,0,0,78,74
Guam,Oceania,12/1/2012,0,0,0,81,76
Fiji,Oceania,12/1/2012,4.00%,$177 ,0.02,73,67
Kiribati,Oceania,12/1/2012,10.70%,$187 ,0.046,71,66
"Micronesia, Fed. Sts.",Oceania,12/1/2012,12.80%,$405 ,0.031,70,68
Tonga,Oceania,12/1/2012,5.40%,$238 ,0.011,75,70
Vanuatu,Oceania,12/1/2012,3.60%,$116 ,0.015,73,69
Samoa,Oceania,12/1/2012,6.80%,$245 ,0.016,76,70
Papua New Guinea,Oceania,12/1/2012,5.20%,$114 ,0.048,64,60
Solomon Islands,Oceania,12/1/2012,8.00%,$148 ,0.026,69,66
Cayman Islands,The Americas,12/1/2004,0,0,0,0,0
Curacao,The Americas,12/1/2004,0,0,0,0,0
Sint Maarten (Dutch part),The Americas,12/1/2004,0,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2004,0,0,0,0,0
St. Kitts and Nevis,The Americas,12/1/2004,3.50%,$363 ,0.011,0,0
Dominica,The Americas,12/1/2004,4.70%,$243 ,0.013,0,0
Canada,The Americas,12/1/2004,9.80%,"$3,047 ",0.005,83,78
Cuba,The Americas,12/1/2004,6.10%,$209 ,0.006,80,76
Puerto Rico,The Americas,12/1/2004,0,0,0,82,74
United States,The Americas,12/1/2004,15.70%,"$6,355 ",0.007,80,75
Trinidad and Tobago,The Americas,12/1/2004,5.20%,$522 ,0.024,73,65
Chile,The Americas,12/1/2004,6.70%,$414 ,0.008,81,75
Greenland,The Americas,12/1/2004,0,0,0,72,66
Uruguay,The Americas,12/1/2004,8.50%,$350 ,0.013,79,72
Jamaica,The Americas,12/1/2004,4.80%,$183 ,0.018,74,68
St. Martin (French part),The Americas,12/1/2004,0,0,0,81,75
St. Vincent and the Grenadines,The Americas,12/1/2004,3.70%,$179 ,0.019,73,69
St. Lucia,The Americas,12/1/2004,6.30%,$330 ,0.015,75,71
Costa Rica,The Americas,12/1/2004,7.80%,$346 ,0.009,81,76
Grenada,The Americas,12/1/2004,5.80%,$342 ,0.013,74,69
Suriname,The Americas,12/1/2004,6.90%,$207 ,0.027,72,65
El Salvador,The Americas,12/1/2004,7.30%,$191 ,0.021,75,66
Guyana,The Americas,12/1/2004,5.30%,$55 ,0.036,68,61
Colombia,The Americas,12/1/2004,5.40%,$148 ,0.019,76,68
Peru,The Americas,12/1/2004,4.40%,$111 ,0.023,75,69
Venezuela,The Americas,12/1/2004,5.60%,$239 ,0.016,76,70
Mexico,The Americas,12/1/2004,6.00%,$441 ,0.017,78,73
Panama,The Americas,12/1/2004,8.10%,$347 ,0.02,79,73
Dominican Republic,The Americas,12/1/2004,5.10%,$120 ,0.03,75,68
Ecuador,The Americas,12/1/2004,6.60%,$178 ,0.025,77,72
Paraguay,The Americas,12/1/2004,5.90%,$82 ,0.025,73,69
Nicaragua,The Americas,12/1/2004,6.10%,$66 ,0.027,75,69
Haiti,The Americas,12/1/2004,5.60%,$22 ,0.067,61,57
Honduras,The Americas,12/1/2004,7.90%,$103 ,0.027,74,69
Guatemala,The Americas,12/1/2004,6.40%,$124 ,0.035,73,66
Cayman Islands,The Americas,12/1/2005,0,0,0,0,0
Curacao,The Americas,12/1/2005,0,0,0,0,0
Sint Maarten (Dutch part),The Americas,12/1/2005,0,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2005,0,0,0,0,0
Dominica,The Americas,12/1/2005,5.00%,$255 ,0.012,0,0
St. Kitts and Nevis,The Americas,12/1/2005,3.60%,$389 ,0.011,0,0
Cuba,The Americas,12/1/2005,8.10%,$306 ,0.005,80,76
Canada,The Americas,12/1/2005,9.80%,"$3,452 ",0.005,83,78
Aruba,The Americas,12/1/2005,0,0,0,77,72
Barbados,The Americas,12/1/2005,7.00%,$765 ,0.015,76,72
Puerto Rico,The Americas,12/1/2005,0,0,0,82,74
Bermuda,The Americas,12/1/2005,0,0,0,81,76
United States,The Americas,12/1/2005,15.80%,"$6,732 ",0.007,80,75
Trinidad and Tobago,The Americas,12/1/2005,5.30%,$648 ,0.024,73,65
"Bahamas, The",The Americas,12/1/2005,6.00%,"$1,394 ",0.013,77,71
Uruguay,The Americas,12/1/2005,8.20%,$430 ,0.012,79,72
Chile,The Americas,12/1/2005,6.60%,$497 ,0.008,81,75
Greenland,The Americas,12/1/2005,0,0,0,72,67
St. Lucia,The Americas,12/1/2005,6.30%,$348 ,0.015,75,71
Costa Rica,The Americas,12/1/2005,7.70%,$364 ,0.009,81,76
Brazil,The Americas,12/1/2005,8.20%,$387 ,0.02,76,68
Jamaica,The Americas,12/1/2005,4.10%,$170 ,0.018,74,69
St. Vincent and the Grenadines,The Americas,12/1/2005,3.70%,$185 ,0.019,74,69
Argentina,The Americas,12/1/2005,8.30%,$395 ,0.015,79,71
St. Martin (French part),The Americas,12/1/2005,0,0,0,81,75
Grenada,The Americas,12/1/2005,6.10%,$412 ,0.013,74,69
Antigua and Barbuda,The Americas,12/1/2005,4.50%,$544 ,0.011,77,72
Suriname,The Americas,12/1/2005,6.80%,$243 ,0.026,72,66
El Salvador,The Americas,12/1/2005,7.20%,$202 ,0.02,75,66
Colombia,The Americas,12/1/2005,5.80%,$197 ,0.018,76,69
Guyana,The Americas,12/1/2005,5.30%,$58 ,0.036,68,62
Peru,The Americas,12/1/2005,4.50%,$128 ,0.022,75,70
Venezuela,The Americas,12/1/2005,5.40%,$296 ,0.016,76,70
Mexico,The Americas,12/1/2005,5.90%,$478 ,0.017,78,73
Panama,The Americas,12/1/2005,7.50%,$344 ,0.019,79,73
Dominican Republic,The Americas,12/1/2005,5.30%,$188 ,0.029,75,69
Ecuador,The Americas,12/1/2005,6.30%,$190 ,0.024,78,72
Nicaragua,The Americas,12/1/2005,6.10%,$71 ,0.026,75,69
Paraguay,The Americas,12/1/2005,5.60%,$82 ,0.024,73,69
Belize,The Americas,12/1/2005,4.40%,$182 ,0.018,75,69
Haiti,The Americas,12/1/2005,4.40%,$20 ,0.066,61,58
